GenBank Assembly ID (Accession.version)	GenBank release ID	RefSeq Assembly ID (Accession.version)	RefSeq release ID 	
GCA_016403975.2	27303688	GCF_016403975.2	27335928	
GCA_016404015.2	27303708	GCF_016404015.2	27335948	
GCA_016404165.2	27595788	GCF_016404165.2	27606978	
GCA_016404325.2	27303668	GCF_016404325.2	27339048	
GCA_016404405.2	27303628	GCF_016404405.2	27336768	
GCA_016404485.2	27303648	GCF_016404485.2	27337648	
GCA_016432785.1	24328458	GCF_016432785.1	24348428	
GCA_016432805.1	24328478	GCF_016432805.1	24348488	
GCA_016446335.1	24346178	GCF_016446335.1	24359888	
GCA_016458885.1	24365768	GCF_016458885.1	24453648	
GCA_016458905.1	24365788	GCF_016458905.1	24453528	
GCA_016458925.1	24365808	GCF_016458925.1	24453228	
GCA_016458945.1	24365828	GCF_016458945.1	24453368	
GCA_016592875.1	24507038	GCF_016592875.1	24687908	
GCA_016598635.1	24512748	GCF_016598635.1	24572438	
GCA_016629485.1	24545968	GCF_016629485.1	24688388	
GCA_016659085.1	24601468	GCF_016659085.1	24638588	
GCA_016696665.1	24646078	GCF_016696665.1	24690448	
GCA_016728085.1	24677668	GCF_016728085.1	24726568	
GCA_016756455.1	24726748	GCF_016756455.1	24757738	
GCA_016757655.1	24733788	GCF_016757655.1	24757338	
GCA_016767775.1	24773118	GCF_016767775.1	24795628	
GCA_016772495.1	24783268	GCF_016772495.1	24793008	
GCA_016774415.1	24794688	GCF_016774415.1	24822288	
GCA_016775805.1	24798448	GCF_016775805.1	24823488	
GCA_016775825.1	24798468	GCF_016775825.1	24823508	
GCA_016775845.1	24798488	GCF_016775845.1	24823128	
GCA_016775865.1	24798508	GCF_016775865.1	24823948	
GCA_016775885.1	24798528	GCF_016775885.1	24822568	
GCA_016775905.1	24798548	GCF_016775905.1	24823528	
GCA_016775925.1	24798568	GCF_016775925.1	24823548	
GCA_016775945.1	24798588	GCF_016775945.1	24823148	
GCA_016775965.1	24798608	GCF_016775965.1	24823968	
GCA_016775985.1	24798628	GCF_016775985.1	24822608	
GCA_016776005.1	24798648	GCF_016776005.1	24823588	
GCA_016776025.1	24798668	GCF_016776025.1	24823608	
GCA_016776045.1	24798688	GCF_016776045.1	24823168	
GCA_016776065.1	24798708	GCF_016776065.1	24823988	
GCA_016776085.1	24798728	GCF_016776085.1	24822648	
GCA_016776105.1	24798748	GCF_016776105.1	24822668	
GCA_016776125.1	24798768	GCF_016776125.1	24823648	
GCA_016776145.1	24798788	GCF_016776145.1	24823188	
GCA_016776165.1	24798808	GCF_016776165.1	24824008	
GCA_016776185.1	24798828	GCF_016776185.1	24822728	
GCA_016776205.1	24798848	GCF_016776205.1	24822768	
GCA_016776225.1	24798868	GCF_016776225.1	24823668	
GCA_016776245.1	24798888	GCF_016776245.1	24823208	
GCA_016776265.1	24798908	GCF_016776265.1	24824028	
GCA_016776285.1	24798928	GCF_016776285.1	24822808	
GCA_016776305.1	24798948	GCF_016776305.1	24822848	
GCA_016776325.1	24798968	GCF_016776325.1	24823708	
GCA_016776345.1	24798988	GCF_016776345.1	24823228	
GCA_016776365.1	24799008	GCF_016776365.1	24824048	
GCA_016776385.1	24799028	GCF_016776385.1	24822888	
GCA_016779865.1	24802548	GCF_016779865.1	24948638	
GCA_016780285.1	24802988	GCF_016780285.1	24954058	
GCA_016780415.1	24803148	GCF_016780415.1	24948678	
GCA_016780575.1	24803268	GCF_016780575.1	24948718	
GCA_016780725.1	24803388	GCF_016780725.1	24954138	
GCA_016803855.1	24830168	GCF_016803855.1	24950238	
GCA_016803875.1	24830188	GCF_016803875.1	24950318	
GCA_016803915.1	24830228	GCF_016803915.1	24951018	
GCA_016803935.1	24830248	GCF_016803935.1	24955878	
GCA_016806005.1	24832318	GCF_016806005.1	24955678	
GCA_016806025.1	24832338	GCF_016806025.1	24956118	
GCA_016806045.1	24832358	GCF_016806045.1	24950738	
GCA_016811855.1	24898548	GCF_016811855.1	24964748	
GCA_016811875.1	24898568	GCF_016811875.1	24966428	
GCA_016864175.1	24969788	GCF_016864175.1	24991408	
GCA_016864475.1	24970088	GCF_016864475.1	24990908	
GCA_016888925.1	25005388	GCF_016888925.1	25023008	
GCA_016888965.1	25005428	GCF_016888965.1	25014948	
GCA_016889025.1	25005488	GCF_016889025.1	25023028	
GCA_016889045.1	25005508	GCF_016889045.1	25014268	
GCA_016889085.1	25005548	GCF_016889085.1	25023468	
GCA_016889105.1	25005568	GCF_016889105.1	25014748	
GCA_016889125.1	25005588	GCF_016889125.1	25023048	
GCA_016889185.1	25005648	GCF_016889185.1	25014988	
GCA_016889265.1	25005728	GCF_016889265.1	25015028	
GCA_016889325.1	25005788	GCF_016889325.1	25014528	
GCA_016889485.1	25005948	GCF_016889485.1	25015148	
GCA_016889505.1	25005968	GCF_016889505.1	25014828	
GCA_016889525.1	25005988	GCF_016889525.1	25023068	
GCA_016889545.1	25006008	GCF_016889545.1	25014368	
GCA_016889565.1	25006028	GCF_016889565.1	25014388	
GCA_016889605.1	25006068	GCF_016889605.1	25014848	
GCA_016889625.1	25006088	GCF_016889625.1	25023088	
GCA_016889685.1	25006148	GCF_016889685.1	25016828	
GCA_016889725.1	25006188	GCF_016889725.1	25023108	
GCA_016889845.1	25006308	GCF_016889845.1	25023128	
GCA_016889865.1	25006328	GCF_016889865.1	25014428	
GCA_016889905.1	25006368	GCF_016889905.1	25023308	
GCA_016890005.1	25006468	GCF_016890005.1	25023328	
GCA_016890045.1	25006508	GCF_016890045.1	25023148	
GCA_016890105.1	25006568	GCF_016890105.1	25014888	
GCA_016903275.1	25030048	GCF_016903275.1	25060978	
GCA_016903315.1	25030088	GCF_016903315.1	25059258	
GCA_016903335.1	25030108	GCF_016903335.1	25059798	
GCA_016903375.1	25030148	GCF_016903375.1	25061018	
GCA_016903435.1	25030208	GCF_016903435.1	25059818	
GCA_016903535.1	25030308	GCF_016903535.1	25059838	
GCA_016903595.1	25030368	GCF_016903595.1	25061718	
GCA_016903615.1	25030388	GCF_016903615.1	25060038	
GCA_016903815.1	25030588	GCF_016903815.1	25060078	
GCA_016903835.1	25030608	GCF_016903835.1	25060118	
GCA_016903855.1	25030628	GCF_016903855.1	25060728	
GCA_016903915.1	25030688	GCF_016903915.1	25060138	
GCA_016903935.1	25030708	GCF_016903935.1	25060178	
GCA_016903995.1	25030768	GCF_016903995.1	25061758	
GCA_016904055.1	25030828	GCF_016904055.1	25059858	
GCA_016904075.1	25030848	GCF_016904075.1	25061038	
GCA_016904115.1	25030888	GCF_016904115.1	25061778	
GCA_016904175.1	25030948	GCF_016904175.1	25061098	
GCA_016904195.1	25030968	GCF_016904195.1	25061798	
GCA_016904235.1	25031008	GCF_016904235.1	25059298	
GCA_016904255.1	25031028	GCF_016904255.1	25059878	
GCA_016904335.1	25031108	GCF_016904335.1	25059358	
GCA_016904395.1	25031168	GCF_016904395.1	25061138	
GCA_016904435.1	25031208	GCF_016904435.1	25059378	
GCA_016904455.1	25031228	GCF_016904455.1	25059898	
GCA_016904475.1	25031248	GCF_016904475.1	25061198	
GCA_016904495.1	25031268	GCF_016904495.1	25061278	
GCA_016904535.1	25031308	GCF_016904535.1	25059438	
GCA_016904555.1	25031328	GCF_016904555.1	25059918	
GCA_016904575.1	25031348	GCF_016904575.1	25061358	
GCA_016904615.1	25031388	GCF_016904615.1	25061838	
GCA_016904655.1	25031428	GCF_016904655.1	25060768	
GCA_016904695.1	25031468	GCF_016904695.1	25061498	
GCA_016939795.1	25087568	GCF_016939795.1	25159438	
GCA_016942475.1	25090768	GCF_016942475.1	25179238	
GCA_016942505.1	25090808	GCF_016942505.1	25215058	
GCA_016942535.1	25090848	GCF_016942535.1	25178438	
GCA_016942575.1	25090868	GCF_016942575.1	25179318	
GCA_016942595.1	25090888	GCF_016942595.1	25213438	
GCA_016942615.1	25090908	GCF_016942615.1	25215078	
GCA_016942635.1	25090948	GCF_016942635.1	25178738	
GCA_016942655.1	25090968	GCF_016942655.1	25179338	
GCA_016944635.1	25093068	GCF_016944635.1	25179018	
GCA_016944655.1	25093088	GCF_016944655.1	25215638	
GCA_016944675.1	25093108	GCF_016944675.1	25179358	
GCA_016944695.1	25093128	GCF_016944695.1	25213758	
GCA_016944715.1	25093148	GCF_016944715.1	25215098	
GCA_016944735.1	25093188	GCF_016944735.1	25215838	
GCA_016944755.1	25093228	GCF_016944755.1	25214078	
GCA_016944775.1	25093248	GCF_016944775.1	25215338	
GCA_017088405.1	25247258	GCF_017088405.1	25330488	
GCA_017088425.1	25247278	GCF_017088425.1	25330688	
GCA_017088445.1	25247298	GCF_017088445.1	25330708	
GCA_017088465.1	25247318	GCF_017088465.1	25330788	
GCA_017088485.1	25247338	GCF_017088485.1	25330748	
GCA_017161035.1	25320838	GCF_017161035.1	25338988	
GCA_017161345.1	25321148	GCF_017161345.1	25338858	
GCA_017164755.1	25324698	GCF_017164755.1	25391268	
GCA_017164775.1	25324718	GCF_017164775.1	25391428	
GCA_017164795.1	25324738	GCF_017164795.1	25388768	
GCA_017164815.1	25324758	GCF_017164815.1	25388188	
GCA_017164835.1	25324778	GCF_017164835.1	25387608	
GCA_017164855.1	25324798	GCF_017164855.1	25387628	
GCA_017164875.1	25324818	GCF_017164875.1	25391528	
GCA_017164895.1	25324838	GCF_017164895.1	25388788	
GCA_017164915.1	25324858	GCF_017164915.1	25388208	
GCA_017164935.1	25324878	GCF_017164935.1	25387648	
GCA_017164955.1	25324898	GCF_017164955.1	25387668	
GCA_017164975.1	25324918	GCF_017164975.1	25391688	
GCA_017164995.1	25324938	GCF_017164995.1	25388808	
GCA_017165015.1	25324958	GCF_017165015.1	25388228	
GCA_017165035.1	25324978	GCF_017165035.1	25387688	
GCA_017165055.1	25324998	GCF_017165055.1	25387708	
GCA_017165075.1	25325018	GCF_017165075.1	25391788	
GCA_017165095.1	25325038	GCF_017165095.1	25388828	
GCA_017165115.1	25325058	GCF_017165115.1	25388248	
GCA_017165135.1	25325078	GCF_017165135.1	25399118	
GCA_017165155.1	25325098	GCF_017165155.1	25399228	
GCA_017165215.1	25325158	GCF_017165215.1	25400408	
GCA_017165235.1	25325178	GCF_017165235.1	25400568	
GCA_017165255.1	25325198	GCF_017165255.1	25399448	
GCA_017165275.1	25325218	GCF_017165275.1	25398908	
GCA_017165295.1	25325238	GCF_017165295.1	25400048	
GCA_017165315.1	25325258	GCF_017165315.1	25400678	
GCA_017165335.1	25325278	GCF_017165335.1	25400828	
GCA_017165355.1	25325298	GCF_017165355.1	25399668	
GCA_017165375.1	25325318	GCF_017165375.1	25398928	
GCA_017165395.1	25325338	GCF_017165395.1	25400108	
GCA_017165415.1	25325358	GCF_017165415.1	25400908	
GCA_017165435.1	25325378	GCF_017165435.1	25400928	
GCA_017165455.1	25325398	GCF_017165455.1	25399728	
GCA_017310055.1	25494358	GCF_017310055.1	25539188	
GCA_017310445.1	25494758	GCF_017310445.1	25544528	
GCA_017338715.1	25524178	GCF_017338715.1	27101978	
GCA_017348835.2	26082598	GCF_017348835.2	26166988	
GCA_017352035.1	25546228	GCF_017352035.1	25552348	
GCA_017352055.1	25546248	GCF_017352055.1	25552148	
GCA_017352075.1	25546268	GCF_017352075.1	25551568	
GCA_017356665.1	25555648	GCF_017356665.1	25569928	
GCA_017357505.1	25556688	GCF_017357505.1	25584278	
GCA_017357545.1	25556728	GCF_017357545.1	25584998	
GCA_017357565.1	25556748	GCF_017357565.1	37421298	
GCA_017357765.1	25556948	GCF_017357765.1	37421618	
GCA_017570585.1	25777758	GCF_017570585.1	25799808	
GCA_017570605.1	25777778	GCF_017570605.1	25801068	
GCA_017570625.1	25777798	GCF_017570625.1	25798688	
GCA_017570645.1	25777818	GCF_017570645.1	25798748	
GCA_017570665.1	25777838	GCF_017570665.1	25797688	
GCA_017570685.1	25777858	GCF_017570685.1	25799888	
GCA_017579865.1	25788408	GCF_017579865.1	25801148	
GCA_017603565.1	25850898	GCF_017603565.1	25890368	
GCA_017604265.1	25851598	GCF_017604265.1	25890388	
GCA_017638965.1	25886648	GCF_017638965.1	25910138	
GCA_017638985.1	25886668	GCF_017638985.1	25910538	
GCA_017639005.1	25886688	GCF_017639005.1	25911638	
GCA_017639025.1	25886708	GCF_017639025.1	25911678	
GCA_017639045.1	25886728	GCF_017639045.1	25911018	
GCA_017639105.1	25886788	GCF_017639105.1	25910658	
GCA_017639125.1	25886808	GCF_017639125.1	25911698	
GCA_017639145.1	25886828	GCF_017639145.1	25911078	
GCA_017639165.1	25886848	GCF_017639165.1	25910258	
GCA_017639185.1	25886868	GCF_017639185.1	25910738	
GCA_017654165.1	25904768	GCF_017654165.1	25910898	
GCA_017743075.1	26005828	GCF_017743075.1	26069788	
GCA_017815815.1	26089058	GCF_017815815.1	26174348	
GCA_017868515.1	26142368	GCF_017868515.1	26174308	
GCA_017900955.1	26191088	GCF_017900955.1	26207928	
GCA_017900975.1	26191108	GCF_017900975.1	26207588	
GCA_017900995.1	26191128	GCF_017900995.1	26208008	
GCA_017901015.1	26191148	GCF_017901015.1	26207808	
GCA_017903455.1	26193708	GCF_017903455.1	26236108	
GCA_018071945.2	39344098	GCF_018071945.1	39494658	
GCA_018075285.1	26381008	GCF_018075285.1	26410448	
GCA_018075305.1	26381028	GCF_018075305.1	26409248	
GCA_018075345.1	26381068	GCF_018075345.1	26409888	
GCA_018085225.1	26390948	GCF_018085225.1	26432148	
GCA_018128405.1	26450288	GCF_018128405.1	26704908	
GCA_018141125.1	26469698	GCF_018141125.1	26703168	
GCA_018141145.1	26469718	GCF_018141145.1	26703128	
GCA_018141225.1	26469798	GCF_018141225.1	26703188	
GCA_018141245.1	26469818	GCF_018141245.1	26703148	
GCA_018141265.1	26469838	GCF_018141265.1	26703228	
GCA_018199975.1	26530738	GCF_018199975.1	26705088	
GCA_018223665.1	26555858	GCF_018223665.1	26696018	
GCA_018255835.1	26588998	GCF_018255835.1	26703948	
GCA_018279085.1	26612508	GCF_018279085.1	26696078	
GCA_018279125.1	26612528	GCF_018279125.1	26704028	
GCA_018279225.1	26612628	GCF_018279225.1	26704068	
GCA_018279585.1	26613048	GCF_018279585.1	26704048	
GCA_018316615.1	26651438	GCF_018316615.1	26712578	
GCA_018323825.1	26659008	GCF_018323825.1	26725888	
GCA_018343835.1	26691578	GCF_018343835.1	26874128	
GCA_018361365.1	26722248	GCF_018361365.1	26874788	
GCA_018394415.1	26775308	GCF_018394415.1	26874868	
GCA_018415975.1	26798098	GCF_018415975.1	26875128	
GCA_018415995.1	26798118	GCF_018415995.1	26873708	
GCA_018417715.1	26799848	GCF_018417715.1	26875048	
GCA_018460065.1	26846118	GCF_018460065.1	26908578	
GCA_018499805.2	36192828	GCF_018499805.2	36227948	
GCA_018499845.2	32217578	GCF_018499845.2	32234548	
GCA_018628815.1	27093738	GCF_018628815.1	27194068	
GCA_018734065.1	27223858	GCF_018734065.1	27293508	
GCA_018771465.1	27263638	GCF_018771465.1	27293288	
GCA_018771545.1	27263698	GCF_018771545.1	27291788	
GCA_018771585.1	27263738	GCF_018771585.1	27293328	
GCA_018798845.1	27293348	GCF_018798845.1	27337628	
GCA_018884065.1	27392578	GCF_018884065.1	27458178	
GCA_018884265.1	27392778	GCF_018884265.1	27458318	
GCA_018884285.1	27392798	GCF_018884285.1	27458278	
GCA_018884305.1	27392818	GCF_018884305.1	27463058	
GCA_018884325.1	27392838	GCF_018884325.1	27462378	
GCA_018884345.1	27392858	GCF_018884345.1	27460278	
GCA_018884365.1	27392878	GCF_018884365.1	27460438	
GCA_018884385.1	27392898	GCF_018884385.1	27458358	
GCA_018884405.1	27392918	GCF_018884405.1	27459718	
GCA_018884425.1	27392938	GCF_018884425.1	27462058	
GCA_018884445.1	27392958	GCF_018884445.1	27458978	
GCA_018884465.1	27392978	GCF_018884465.1	27460498	
GCA_018884485.1	27392998	GCF_018884485.1	27458758	
GCA_018884505.1	27393018	GCF_018884505.1	27459838	
GCA_018884525.1	27393038	GCF_018884525.1	27462118	
GCA_018884545.1	27393058	GCF_018884545.1	27460458	
GCA_018884565.1	27393078	GCF_018884565.1	27460238	
GCA_018884585.1	27393098	GCF_018884585.1	27462018	
GCA_018966785.1	27493568	GCF_018966785.1	27534058	
GCA_018966845.1	27493628	GCF_018966845.1	27535498	
GCA_018968645.1	27500348	GCF_018968645.1	27536178	
GCA_018972045.1	27503748	GCF_018972045.1	27534418	
GCA_018972205.1	27503908	GCF_018972205.1	27536018	
GCA_018972225.1	27503928	GCF_018972225.1	27535958	
GCA_018972245.1	27503948	GCF_018972245.1	27534198	
GCA_018972265.1	27503968	GCF_018972265.1	27534218	
GCA_018986795.1	27518658	GCF_018986795.1	27564458	
GCA_018986815.1	27518678	GCF_018986815.1	27565638	
GCA_018986835.1	27518698	GCF_018986835.1	27565058	
GCA_018988345.1	27520508	GCF_018988345.1	27563878	
GCA_018988385.1	27520628	GCF_018988385.1	27563558	
GCA_019086825.1	27646918	GCF_019086825.1	27665098	
GCA_019091005.1	27657258	GCF_019091005.1	27673378	
GCA_019192625.2	47756398	GCF_019192625.2	47862488	
GCA_019211745.1	27851558	GCF_019211745.1	27909278	
GCA_019334385.1	28019118	GCF_019334385.1	28070428	
GCA_019334645.1	28019378	GCF_019334645.1	28069488	
GCA_019334665.1	28019398	GCF_019334665.1	28069728	
GCA_019355455.1	28040758	GCF_019355455.1	28076288	
GCA_019355475.1	28040778	GCF_019355475.1	28076188	
GCA_019355495.1	28040798	GCF_019355495.1	28076128	
GCA_019357435.1	28043458	GCF_019357435.1	28104548	
GCA_019375055.2	30587318	GCF_019375055.2	30619228	
GCA_019426265.1	28144398	GCF_019426265.1	28153148	
GCA_019428525.1	28150108	GCF_019428525.1	28162638	
GCA_019428545.1	28150128	GCF_019428545.1	28162718	
GCA_019428565.1	28150148	GCF_019428565.1	28162278	
GCA_019428585.1	28150168	GCF_019428585.1	28162518	
GCA_019428605.1	28150188	GCF_019428605.1	28162038	
GCA_019428625.1	28150208	GCF_019428625.1	28162918	
GCA_019428645.1	28150228	GCF_019428645.1	28162698	
GCA_019428665.1	28150248	GCF_019428665.1	28162198	
GCA_019428705.1	28150288	GCF_019428705.1	28161958	
GCA_019428725.1	28150308	GCF_019428725.1	28162898	
GCA_019428745.1	28150328	GCF_019428745.1	28162738	
GCA_019428765.1	28150348	GCF_019428765.1	28162318	
GCA_019428785.1	28150368	GCF_019428785.1	28162418	
GCA_019431145.1	28157928	GCF_019431145.1	28161998	
GCA_019431165.1	28157948	GCF_019431165.1	28162778	
GCA_019431185.1	28157968	GCF_019431185.1	28162118	
GCA_019431295.1	28158078	GCF_019431295.1	28162058	
GCA_019431315.1	28158098	GCF_019431315.1	28162618	
GCA_019431335.1	28158118	GCF_019431335.1	28162098	
GCA_019434375.1	28163398	GCF_019434375.1	28182388	
GCA_019443365.1	28175368	GCF_019443365.1	28182488	
GCA_019443605.1	28175608	GCF_019443605.1	28182128	
GCA_019443685.1	28175688	GCF_019443685.1	28192068	
GCA_019551815.1	28300348	GCF_019551815.1	28321068	
GCA_019551835.1	28300368	GCF_019551835.1	28321448	
GCA_019551855.1	28300388	GCF_019551855.1	28321108	
GCA_019599065.1	28349878	GCF_019599065.1	28454218	
GCA_019614825.1	28373088	GCF_019614825.1	28439998	
GCA_019645795.1	28403958	GCF_019645795.1	28481558	
GCA_019645975.1	28404158	GCF_019645975.1	28481418	
GCA_019645995.1	28404198	GCF_019645995.1	28481018	
GCA_019646015.1	28404218	GCF_019646015.1	28480818	
GCA_019710415.1	28499588	GCF_019710415.1	28505748	
GCA_019720795.1	28518068	GCF_019720795.1	28535138	
GCA_019754155.1	28564608	GCF_019754155.1	28584388	
GCA_019802685.1	28627748	GCF_019802685.1	28674478	
GCA_019843995.1	28676448	GCF_019843995.1	28702208	
GCA_019844015.1	28676468	GCF_019844015.1	28699608	
GCA_019844035.1	28676508	GCF_019844035.1	28700868	
GCA_019890835.1	28738728	GCF_019890835.1	28774688	
GCA_019890855.1	28738748	GCF_019890855.1	28773748	
GCA_019891035.1	28738928	GCF_019891035.1	28775248	
GCA_019915505.1	28770068	GCF_019915505.1	28782278	
GCA_019915525.1	28770088	GCF_019915525.1	28781798	
GCA_019915545.1	28770108	GCF_019915545.1	28782618	
GCA_019969485.1	28837778	GCF_019969485.1	29044908	
GCA_019969505.1	28837798	GCF_019969505.1	29045168	
GCA_019969525.1	28837818	GCF_019969525.1	29043168	
GCA_019969545.1	28837838	GCF_019969545.1	29042788	
GCA_019969565.1	28837858	GCF_019969565.1	29043228	
GCA_019969585.1	28837878	GCF_019969585.1	29042988	
GCA_019969605.1	28837908	GCF_019969605.1	29042408	
GCA_019969625.1	28837928	GCF_019969625.1	29043348	
GCA_019969645.1	28837948	GCF_019969645.1	29043188	
GCA_019970895.1	28839278	GCF_019970895.1	29042768	
GCA_019970955.1	28839298	GCF_019970955.1	29041748	
GCA_019970975.1	28839318	GCF_019970975.1	29212888	
GCA_019970995.1	28839338	GCF_019970995.1	29043048	
GCA_019971015.1	28839358	GCF_019971015.1	29044448	
GCA_019971035.1	28839378	GCF_019971035.1	29046108	
GCA_019971055.1	28839398	GCF_019971055.1	29044608	
GCA_019971075.1	28839418	GCF_019971075.1	29044868	
GCA_019971115.1	28839458	GCF_019971115.1	29044588	
GCA_019973795.1	28842138	GCF_019973795.1	29086268	
GCA_019976835.1	28845238	GCF_019976835.1	29083338	
GCA_019976915.1	28845298	GCF_019976915.1	29083518	
GCA_020023255.1	28898728	GCF_020023255.1	29048008	
GCA_020034575.1	28911558	GCF_020034575.1	29049848	
GCA_020034595.1	28911578	GCF_020034595.1	29050378	
GCA_020034635.1	28911618	GCF_020034635.1	29047888	
GCA_020042705.1	28920918	GCF_020042705.1	29087488	
GCA_020091645.1	28971138	GCF_020091645.1	29095748	
GCA_020149465.1	29059278	GCF_020149465.1	29113868	
GCA_020149605.1	29059398	GCF_020149605.1	29109418	
GCA_020149625.1	29059418	GCF_020149625.1	29113308	
GCA_020149645.1	29059438	GCF_020149645.1	29112928	
GCA_020149665.1	29059458	GCF_020149665.1	29112988	
GCA_020149685.1	29059478	GCF_020149685.1	29109498	
GCA_020149705.1	29059498	GCF_020149705.1	29114188	
GCA_020181535.1	29142558	GCF_020181535.1	29209528	
GCA_020190405.1	29151528	GCF_020190405.1	29210508	
GCA_020217445.1	29212708	GCF_020217445.1	29258768	
GCA_020388055.1	29402238	GCF_020388055.1	29422608	
GCA_020410665.1	29433128	GCF_020410665.1	29572828	
GCA_020423145.1	29445728	GCF_020423145.1	29575348	
GCA_020423165.1	29445748	GCF_020423165.1	29574508	
GCA_020423185.1	29445768	GCF_020423185.1	29578948	
GCA_020423205.1	29445788	GCF_020423205.1	29575128	
GCA_020423225.1	29445808	GCF_020423225.1	29575028	
GCA_020424045.1	29446788	GCF_020424045.1	29574308	
GCA_020494055.1	29548198	GCF_020494055.1	29596618	
GCA_020526725.1	29655808	GCF_020526725.1	29695978	
GCA_020526745.1	29655828	GCF_020526745.1	29698758	
GCA_020526765.1	29655848	GCF_020526765.1	29696978	
GCA_020526785.1	29655868	GCF_020526785.1	29700478	
GCA_020526805.1	29655888	GCF_020526805.1	29700518	
GCA_020526825.1	29655908	GCF_020526825.1	29696038	
GCA_020526845.1	29655928	GCF_020526845.1	29698818	
GCA_020535205.1	29667648	GCF_020535205.1	29698718	
GCA_020540945.1	29716958	GCF_020540945.1	29761528	
GCA_020540965.1	29716978	GCF_020540965.1	29761868	
GCA_020540985.1	29716998	GCF_020540985.1	29760288	
GCA_020541005.1	29717018	GCF_020541005.1	29758368	
GCA_020541025.1	29717038	GCF_020541025.1	29757268	
GCA_020616475.1	29798748	GCF_020616475.1	29870368	
GCA_020616495.1	29798768	GCF_020616495.1	29868928	
GCA_020683045.1	29885898	GCF_020683045.1	29892518	
GCA_020683085.1	29885938	GCF_020683085.1	29892638	
GCA_020683145.1	29885998	GCF_020683145.1	29891218	
GCA_020683185.1	29886038	GCF_020683185.1	29892618	
GCA_020683245.1	29886098	GCF_020683245.1	29892558	
GCA_020716665.1	29920978	GCF_020716665.1	29956458	
GCA_020808965.1	30053388	GCF_020808965.1	30068178	
GCA_020809365.1	30053828	GCF_020809365.1	30084948	
GCA_020809385.1	30053848	GCF_020809385.1	30085008	
GCA_020827555.1	30075778	GCF_020827555.1	30114358	
GCA_020827575.1	30075898	GCF_020827575.1	30113298	
GCA_020827595.1	30075978	GCF_020827595.1	30114638	
GCA_020827615.1	30076098	GCF_020827615.1	30114678	
GCA_020827635.1	30076198	GCF_020827635.1	30114238	
GCA_020827655.1	30076298	GCF_020827655.1	30114178	
GCA_020827895.1	30076878	GCF_020827895.1	30115458	
GCA_020868245.1	30137518	GCF_020868245.1	30163828	
GCA_020881875.1	30151618	GCF_020881875.1	30164468	
GCA_020883235.1	30153418	GCF_020883235.1	30222568	
GCA_020883255.1	30153438	GCF_020883255.1	30215978	
GCA_020883275.1	30153458	GCF_020883275.1	30216378	
GCA_020883295.1	30153478	GCF_020883295.1	30216258	
GCA_020883315.1	30153498	GCF_020883315.1	30216178	
GCA_020883335.1	30153518	GCF_020883335.1	30216198	
GCA_020883355.1	30153538	GCF_020883355.1	30216018	
GCA_020883375.1	30153558	GCF_020883375.1	30216458	
GCA_020883395.1	30153578	GCF_020883395.1	30216278	
GCA_020883515.1	30153698	GCF_020883515.1	30216298	
GCA_020886375.2	31115648	GCF_020886375.2	31179498	
GCA_020886435.2	31115668	GCF_020886435.2	31179218	
GCA_020886495.2	30652028	GCF_020886495.2	30683678	
GCA_020886575.2	30652048	GCF_020886575.2	30684398	
GCA_020905655.1	30182638	GCF_020905655.1	30284998	
GCA_020971745.1	30279418	GCF_020971745.1	30306958	
GCA_020985225.1	30300858	GCF_020985225.1	30309378	
GCA_021089875.1	30454208	GCF_021089875.1	30516818	
GCA_021130395.1	30517898	GCF_021130395.1	30560018	
GCA_021130415.1	30517918	GCF_021130415.1	30560258	
GCA_021130435.1	30517938	GCF_021130435.1	30564218	
GCA_021130455.1	30517958	GCF_021130455.1	30558558	
GCA_021130475.1	30517978	GCF_021130475.1	30559718	
GCA_021130495.1	30517998	GCF_021130495.1	30558298	
GCA_021130515.1	30518018	GCF_021130515.1	30564038	
GCA_021130535.1	30518038	GCF_021130535.1	30563998	
GCA_021130555.1	30518058	GCF_021130555.1	30559178	
GCA_021130575.1	30518078	GCF_021130575.1	30559898	
GCA_021130595.1	30518098	GCF_021130595.1	30558798	
GCA_021130615.1	30518118	GCF_021130615.1	30564118	
GCA_021130635.1	30518138	GCF_021130635.1	30563818	
GCA_021130655.1	30518158	GCF_021130655.1	30559478	
GCA_021130675.1	30518198	GCF_021130675.1	30558418	
GCA_021130695.1	30518218	GCF_021130695.1	30564238	
GCA_021130715.1	30518238	GCF_021130715.1	30563758	
GCA_021130735.1	30518258	GCF_021130735.1	30559778	
GCA_021130755.1	30518298	GCF_021130755.1	30560138	
GCA_021130825.1	30518318	GCF_021130825.1	30558578	
GCA_021130845.1	30518338	GCF_021130845.1	30563878	
GCA_021130865.1	30518358	GCF_021130865.1	30558818	
GCA_021130885.1	30518378	GCF_021130885.1	30559798	
GCA_021130905.1	30518398	GCF_021130905.1	30558658	
GCA_021130925.1	30518418	GCF_021130925.1	30558858	
GCA_021130945.1	30518438	GCF_021130945.1	30563938	
GCA_021130965.1	30518458	GCF_021130965.1	30559038	
GCA_021130985.1	30518478	GCF_021130985.1	30559058	
GCA_021131005.1	30518498	GCF_021131005.1	30558698	
GCA_021131025.1	30518518	GCF_021131025.1	30560078	
GCA_021131045.1	30518538	GCF_021131045.1	30564298	
GCA_021131085.1	30518558	GCF_021131085.1	30558678	
GCA_021131105.1	30518578	GCF_021131105.1	30559198	
